ACCIDENT REF,BOROUGH,BORO,EASTING,NORTHING,CREFNO,CASUALTY CLASS,CASUALTY SEX,CASUALTY AGE (BANDED),CASUALTY AGE,NO. OF CASUALTIES,CASUALTY SEVERITY,PED LOCATION,PED MOVEMENT,MODE OF TRAVEL,ACCIDENT DATE
1180144010,CAMDEN,2,529320,184420,2,3 Pedestrian,1 Male,25-59,29,1,1,08 In Centre Of Carriageway,1 From Drivers N/Side,1 Pedestrian,2018/11/7
1180144010,CAMDEN,2,529320,184420,1,3 Pedestrian,1 Male,25-59,32,1,1,08 In Centre Of Carriageway,1 From Drivers N/Side,1 Pedestrian,2018/11/7
1180144496,CAMDEN,2,530540,183000,1,3 Pedestrian,2 Female,25-59,31,1,2,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/11/9
1180145309,CAMDEN,2,528940,185000,1,3 Pedestrian,2 Female,60+,73,1,1,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian,2018/11/13
1180145588,CAMDEN,2,525690,185330,1,3 Pedestrian,2 Female,60+,69,1,1,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,2018/11/14
1180146143,CAMDEN,2,526250,184630,1,3 Pedestrian,1 Male,25-59,57,1,1,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/11/16
1180146297,CAMDEN,2,529570,181990,1,3 Pedestrian,2 Female,25-59,45,1,1,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,2018/11/14
1180146648,CAMDEN,2,529060,183990,1,3 Pedestrian,2 Female,16-24,22,1,1,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian,2018/11/19
1180146699,CAMDEN,2,526590,184600,1,3 Pedestrian,2 Female,16-24,17,1,2,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/11/19
1180146856,CAMDEN,2,530570,182700,1,3 Pedestrian,2 Female,60+,62,1,1,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/11/19
1180147462,CAMDEN,2,528060,184390,1,3 Pedestrian,2 Female,25-59,27,1,1,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/11/22
1180147469,CAMDEN,2,525000,184630,1,3 Pedestrian,1 Male,0-15,10,1,1,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,2018/11/22
1180147598,CAMDEN,2,530530,181410,1,3 Pedestrian,2 Female,60+,79,1,2,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,2018/11/23
1180148181,CAMDEN,2,529580,182490,1,3 Pedestrian,1 Male,25-59,39,1,2,08 In Centre Of Carriageway,3 From Drivers O/Side,1 Pedestrian,2018/11/26
1180148213,CAMDEN,2,528800,186610,1,3 Pedestrian,2 Female,0-15,13,1,1,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,2018/11/26
1180148220,CAMDEN,2,528820,182600,1,3 Pedestrian,1 Male,60+,79,1,1,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/11/26
1180148365,CAMDEN,2,527760,183980,1,3 Pedestrian,1 Male,16-24,23,1,2,09 In Road - Not Crossing,6 In Rd Not Crossing Msk,1 Pedestrian,2018/11/27
1180149265,CAMDEN,2,529940,182640,1,3 Pedestrian,1 Male,60+,64,1,1,06 On Footpath - Verge,5 In Rd Not Crossing,1 Pedestrian,2018/11/20
1180149291,CAMDEN,2,530114,181456,1,3 Pedestrian,1 Male,25-59,52,1,1,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian,2018/12/1
1180149660,CAMDEN,2,530610,182590,1,3 Pedestrian,1 Male,60+,76,1,1,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/12/3
1180149690,CAMDEN,2,529460,182260,1,3 Pedestrian,2 Female,25-59,34,1,1,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,2018/12/3
1180151885,CAMDEN,2,528950,184770,1,3 Pedestrian,2 Female,16-24,23,1,1,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,2018/12/13
1180152169,CAMDEN,2,526160,185390,1,3 Pedestrian,1 Male,0-15,13,1,1,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/12/11
1180152195,CAMDEN,2,529650,181700,1,3 Pedestrian,1 Male,25-59,29,1,1,10 Unknown,1 From Drivers N/Side,1 Pedestrian,2018/12/14
1180152309,CAMDEN,2,530140,181160,1,3 Pedestrian,2 Female,0-15,0,1,1,10 Unknown,1 From Drivers N/Side,1 Pedestrian,2018/12/14
1180152631,CAMDEN,2,528740,183710,1,3 Pedestrian,1 Male,25-59,47,1,1,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian,2018/10/15
1180152652,CAMDEN,2,530630,181260,1,3 Pedestrian,2 Female,25-59,47,1,1,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian,2018/12/17
1180152682,CAMDEN,2,525370,183690,1,3 Pedestrian,1 Male,25-59,55,1,1,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,2018/12/17
1180152992,CAMDEN,2,529590,184710,1,3 Pedestrian,1 Male,25-59,26,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/12/18
1180153019,CAMDEN,2,529657,183470,1,3 Pedestrian,2 Female,25-59,28,1,1,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian,2018/12/18
1180153573,CAMDEN,2,525180,183940,2,3 Pedestrian,2 Female,60+,74,1,2,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/12/21
1180153687,CAMDEN,2,529172,183381,1,3 Pedestrian,2 Female,16-24,17,1,1,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian,2018/12/21
1180154059,CAMDEN,2,525410,185550,1,3 Pedestrian,2 Female,60+,69,1,1,07 On Refuge,9 Unknown Or Other,1 Pedestrian,2018/12/23
1180154476,CAMDEN,2,528226,185596,1,3 Pedestrian,2 Female,16-24,17,1,1,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian,2018/12/27
1180154783,CAMDEN,2,528910,183900,1,3 Pedestrian,1 Male,25-59,32,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/12/29
1180154833,CAMDEN,2,530210,182880,1,3 Pedestrian,1 Male,25-59,44,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/12/29
1180156260,CAMDEN,2,528700,184190,1,3 Pedestrian,1 Male,25-59,33,1,1,10 Unknown,3 From Drivers O/Side,1 Pedestrian,2018/12/22
1180170615,CAMDEN,2,531130,181590,1,3 Pedestrian,2 Female,25-59,30,1,2,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian,2018/11/17
1180137081,ISLINGTON,3,530660,186420,1,3 Pedestrian,2 Female,25-59,35,1,1,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian,2018/10/5
1180137168,ISLINGTON,3,531690,182110,1,3 Pedestrian,2 Female,25-59,32,1,2,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,2018/10/6
1180137168,ISLINGTON,3,531690,182110,2,3 Pedestrian,1 Male,25-59,35,1,1,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/10/6
1180137884,ISLINGTON,3,531760,182140,1,3 Pedestrian,1 Male,25-59,43,1,2,10 Unknown,1 From Drivers N/Side,1 Pedestrian,2018/10/8
1180138297,ISLINGTON,3,530160,185490,1,3 Pedestrian,1 Male,25-59,54,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/10/11
1180138688,ISLINGTON,3,531480,185530,1,3 Pedestrian,2 Female,0-15,12,1,1,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian,2018/10/12
1180138957,ISLINGTON,3,530730,185890,1,3 Pedestrian,2 Female,60+,72,1,2,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/10/14
1180139396,ISLINGTON,3,532770,182360,1,3 Pedestrian,2 Female,16-24,20,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/10/16
1180140789,ISLINGTON,3,531070,185640,1,3 Pedestrian,1 Male,16-24,22,1,1,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/10/22
1180141290,ISLINGTON,3,529370,186750,1,3 Pedestrian,2 Female,25-59,42,1,1,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian,2018/10/25
1180141379,ISLINGTON,3,532730,184800,1,3 Pedestrian,2 Female,25-59,29,1,1,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/10/26
1180141466,ISLINGTON,3,531670,184140,1,3 Pedestrian,2 Female,0-15,4,1,1,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian,2018/10/26
1180141528,ISLINGTON,3,531720,184590,1,3 Pedestrian,2 Female,0-15,8,1,1,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian,2018/10/26
1180141529,ISLINGTON,3,531250,182660,1,3 Pedestrian,2 Female,16-24,17,1,1,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/10/26
1180142059,ISLINGTON,3,530578,185719,1,3 Pedestrian,2 Female,25-59,32,1,1,09 In Road - Not Crossing,6 In Rd Not Crossing Msk,1 Pedestrian,2018/10/29
1180142069,ISLINGTON,3,530340,187680,1,3 Pedestrian,1 Male,60+,73,1,1,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,2018/10/29
1180142317,ISLINGTON,3,530480,186690,1,3 Pedestrian,1 Male,25-59,42,1,2,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian,2018/10/31
1180142815,ISLINGTON,3,530320,183000,1,3 Pedestrian,1 Male,25-59,35,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/11/2
1180142840,ISLINGTON,3,530180,187130,1,3 Pedestrian,2 Female,25-59,32,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/11/2
1180142915,ISLINGTON,3,531710,183080,1,3 Pedestrian,2 Female,25-59,35,1,2,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,2018/11/2
1180143038,ISLINGTON,3,530419,185664,1,3 Pedestrian,1 Male,25-59,43,1,1,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/11/2
1180143370,ISLINGTON,3,529140,186870,1,3 Pedestrian,1 Male,25-59,33,1,1,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian,2018/11/4
1180144858,ISLINGTON,3,532320,186280,1,3 Pedestrian,2 Female,16-24,20,1,1,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian,2018/11/11
1180145886,ISLINGTON,3,531370,182670,2,3 Pedestrian,2 Female,Unknown,0,1,1,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian,2018/11/15
1180146248,ISLINGTON,3,530138,186355,1,3 Pedestrian,1 Male,25-59,52,1,1,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian,2018/11/17
1180147126,ISLINGTON,3,529956,187326,1,3 Pedestrian,2 Female,25-59,34,1,1,09 In Road - Not Crossing,6 In Rd Not Crossing Msk,1 Pedestrian,2018/11/21
1180147235,ISLINGTON,3,531950,182950,1,3 Pedestrian,1 Male,25-59,59,1,2,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,2018/11/21
1180147416,ISLINGTON,3,531370,182300,1,3 Pedestrian,2 Female,16-24,18,1,1,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian,2018/11/22
1180147615,ISLINGTON,3,530720,183610,1,3 Pedestrian,2 Female,25-59,27,1,1,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian,2018/11/23
1180148416,ISLINGTON,3,531700,183880,1,3 Pedestrian,2 Female,25-59,37,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/11/27
1180148819,ISLINGTON,3,529330,186620,1,3 Pedestrian,2 Female,60+,66,1,2,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/11/29
1180149037,ISLINGTON,3,530440,187200,1,3 Pedestrian,2 Female,25-59,37,1,1,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,2018/11/30
1180149849,ISLINGTON,3,532849,182158,1,3 Pedestrian,1 Male,25-59,28,1,1,10 Unknown,3 From Drivers O/Side,1 Pedestrian,2018/12/4
1180149918,ISLINGTON,3,530620,185810,1,3 Pedestrian,2 Female,60+,60,1,1,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/12/4
1180150369,ISLINGTON,3,531500,186770,1,3 Pedestrian,1 Male,0-15,6,1,1,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian,2018/12/6
1180150872,ISLINGTON,3,531170,182370,1,3 Pedestrian,2 Female,25-59,25,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/12/9
1180151536,ISLINGTON,3,528860,187230,1,3 Pedestrian,1 Male,25-59,34,1,1,08 In Centre Of Carriageway,1 From Drivers N/Side,1 Pedestrian,2018/12/12
1180151834,ISLINGTON,3,532150,182380,1,3 Pedestrian,2 Female,16-24,22,1,1,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,2018/12/12
1180152143,ISLINGTON,3,531620,183560,1,3 Pedestrian,2 Female,16-24,18,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/12/14
1180152410,ISLINGTON,3,531620,183560,1,3 Pedestrian,1 Male,25-59,52,1,2,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian,2018/12/16
1180153401,ISLINGTON,3,530640,184410,1,3 Pedestrian,1 Male,25-59,32,1,1,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/12/3
1180154047,ISLINGTON,3,532810,185310,1,3 Pedestrian,2 Female,16-24,21,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/12/22
1180155171,ISLINGTON,3,531360,183330,1,3 Pedestrian,1 Male,25-59,44,1,1,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian,2018/12/30
1180155246,ISLINGTON,3,531672,184149,1,3 Pedestrian,2 Female,25-59,49,1,1,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/12/21
1180136360,HACKNEY,4,535130,184870,1,3 Pedestrian,1 Male,16-24,21,1,1,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/10/2
1180136895,HACKNEY,4,532900,184280,2,3 Pedestrian,2 Female,60+,62,1,1,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian,2018/10/4
1180137131,HACKNEY,4,534380,184050,1,3 Pedestrian,2 Female,60+,89,1,2,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian,2018/10/5
1180137234,HACKNEY,4,533610,182270,1,3 Pedestrian,1 Male,25-59,55,1,2,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian,2018/10/6
1180137753,HACKNEY,4,533760,187780,1,3 Pedestrian,1 Male,25-59,41,1,1,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian,2018/10/8
1180138474,HACKNEY,4,532990,186460,1,3 Pedestrian,1 Male,0-15,6,1,1,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian,2018/10/11
1180138667,HACKNEY,4,533650,186929,1,3 Pedestrian,1 Male,60+,68,1,2,08 In Centre Of Carriageway,1 From Drivers N/Side,1 Pedestrian,2018/10/12
1180138786,HACKNEY,4,533320,182560,1,3 Pedestrian,2 Female,25-59,26,1,2,09 In Road - Not Crossing,8 In Rd Back To Traffic,1 Pedestrian,2018/10/12
1180138929,HACKNEY,4,533130,183670,1,3 Pedestrian,1 Male,25-59,31,1,1,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian,2018/10/14
1180139150,HACKNEY,4,535171,184157,1,3 Pedestrian,2 Female,0-15,13,1,2,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,2018/10/15
1180140652,HACKNEY,4,534840,183750,1,3 Pedestrian,2 Female,25-59,26,1,1,10 Unknown,1 From Drivers N/Side,1 Pedestrian,2018/10/22
1180141497,HACKNEY,4,534812,183901,2,3 Pedestrian,1 Male,25-59,40,1,2,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian,2018/10/26
1180142134,HACKNEY,4,535780,185090,1,3 Pedestrian,1 Male,25-59,45,1,2,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/10/29
1180142291,HACKNEY,4,533520,186460,1,3 Pedestrian,1 Male,25-59,33,1,1,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/10/30
1180142510,HACKNEY,4,535890,185300,1,3 Pedestrian,2 Female,Unknown,0,1,1,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/10/31
1180143128,HACKNEY,4,534960,184350,1,3 Pedestrian,2 Female,16-24,20,1,2,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,2018/11/2
1180143533,HACKNEY,4,533994,185679,1,3 Pedestrian,1 Male,0-15,11,1,1,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,2018/11/5
1180143574,HACKNEY,4,534160,187590,1,3 Pedestrian,1 Male,0-15,12,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/11/5
1180145975,HACKNEY,4,534270,186530,1,3 Pedestrian,2 Female,0-15,10,1,1,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian,2018/11/16
1180146180,HACKNEY,4,532070,187490,1,3 Pedestrian,1 Male,16-24,21,1,1,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian,2018/11/17
1180146475,HACKNEY,4,534130,186440,1,3 Pedestrian,2 Female,25-59,32,1,2,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,2018/11/18
1180146817,HACKNEY,4,533470,183060,1,3 Pedestrian,1 Male,25-59,52,1,2,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/11/20
1180147263,HACKNEY,4,533540,185040,1,3 Pedestrian,1 Male,60+,68,1,2,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian,2018/10/29
1180148556,HACKNEY,4,533620,185180,1,3 Pedestrian,2 Female,60+,83,1,2,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian,2018/11/28
1180149030,HACKNEY,4,533551,182763,1,3 Pedestrian,1 Male,0-15,14,1,1,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian,2018/11/30
1180149167,HACKNEY,4,534550,185130,1,3 Pedestrian,2 Female,16-24,24,1,1,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,2018/11/30
1180149656,HACKNEY,4,535460,185040,1,3 Pedestrian,2 Female,0-15,11,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/12/3
1180150194,HACKNEY,4,534190,188080,1,3 Pedestrian,1 Male,0-15,14,1,2,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian,2018/12/5
1180150818,HACKNEY,4,533770,185420,1,3 Pedestrian,1 Male,25-59,36,1,1,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/12/6
1180151191,HACKNEY,4,534220,186970,1,3 Pedestrian,2 Female,60+,65,1,1,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/12/10
1180151311,HACKNEY,4,533430,182210,1,3 Pedestrian,2 Female,25-59,30,1,1,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian,2018/12/8
1180151763,HACKNEY,4,533490,182270,1,3 Pedestrian,2 Female,25-59,43,1,1,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/11/21
1180151879,HACKNEY,4,533700,183020,1,3 Pedestrian,1 Male,25-59,41,1,2,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/12/13
1180151913,HACKNEY,4,533780,187770,1,3 Pedestrian,2 Female,25-59,38,1,1,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,2018/12/13
1180152282,HACKNEY,4,531570,186880,1,3 Pedestrian,1 Male,25-59,37,1,1,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,2018/12/15
1180152359,HACKNEY,4,533610,186330,1,3 Pedestrian,1 Male,0-15,11,1,1,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian,2018/12/15
1180152587,HACKNEY,4,533930,184060,1,3 Pedestrian,2 Female,25-59,26,1,2,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/12/17
1180152720,HACKNEY,4,534300,183500,1,3 Pedestrian,1 Male,0-15,4,1,1,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,2018/12/17
1180153706,HACKNEY,4,533580,185920,2,3 Pedestrian,2 Female,25-59,54,1,1,08 In Centre Of Carriageway,3 From Drivers O/Side,1 Pedestrian,2018/12/21
1180153706,HACKNEY,4,533580,185920,1,3 Pedestrian,1 Male,25-59,54,1,1,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,2018/12/21
1180153776,HACKNEY,4,533240,182370,1,3 Pedestrian,1 Male,16-24,23,1,1,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,2018/12/22
1180153938,HACKNEY,4,533526,184784,1,3 Pedestrian,2 Female,16-24,22,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/12/23
1180154017,HACKNEY,4,533260,182350,1,3 Pedestrian,2 Female,25-59,30,1,1,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian,2018/12/23
1180154137,HACKNEY,4,532480,185890,1,3 Pedestrian,1 Male,25-59,29,1,1,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian,2018/12/24
1180154270,HACKNEY,4,532037,187526,1,3 Pedestrian,2 Female,Unknown,0,1,1,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/12/4
1180154617,HACKNEY,4,532850,182510,1,3 Pedestrian,2 Female,25-59,28,1,1,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian,2018/12/27
1180154617,HACKNEY,4,532850,182510,2,3 Pedestrian,2 Female,25-59,30,1,1,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian,2018/12/27
1180154925,HACKNEY,4,533480,182290,1,3 Pedestrian,1 Male,Unknown,0,1,1,08 In Centre Of Carriageway,2 From Drivers N/Side Msk,1 Pedestrian,2018/12/30
1180155148,HACKNEY,4,536280,184750,1,3 Pedestrian,1 Male,60+,66,1,2,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian,2018/12/31
1180156435,HACKNEY,4,533480,182350,1,3 Pedestrian,1 Male,25-59,54,1,2,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/11/13
1180136199,TOWER HAMLETS,5,535490,183070,1,3 Pedestrian,1 Male,0-15,14,1,1,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian,2018/10/1
1180136511,TOWER HAMLETS,5,534390,181520,1,3 Pedestrian,1 Male,25-59,41,1,1,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/10/3
1180136547,TOWER HAMLETS,5,533850,181420,1,3 Pedestrian,2 Female,25-59,49,1,1,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian,2018/10/3
1180136837,TOWER HAMLETS,5,535171,183051,1,3 Pedestrian,2 Female,25-59,48,1,1,01 Crossing Road On Ped Xing,4 From Drivers O/Side Msk,1 Pedestrian,2018/10/4
1180137547,TOWER HAMLETS,5,537890,181230,1,3 Pedestrian,1 Male,25-59,55,1,1,09 In Road - Not Crossing,7 In Rd Facing Traffic,1 Pedestrian,2018/10/8
1180137594,TOWER HAMLETS,5,534740,183090,1,3 Pedestrian,2 Female,25-59,26,1,1,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/10/8
1180137745,TOWER HAMLETS,5,538150,180400,1,3 Pedestrian,1 Male,16-24,24,1,1,10 Unknown,1 From Drivers N/Side,1 Pedestrian,2018/10/8
1180138058,TOWER HAMLETS,5,536460,182510,1,3 Pedestrian,2 Female,16-24,24,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/10/9
1180138100,TOWER HAMLETS,5,534830,183210,1,3 Pedestrian,1 Male,25-59,34,1,1,09 In Road - Not Crossing,8 In Rd Back To Traffic,1 Pedestrian,2018/10/10
1180138182,TOWER HAMLETS,5,536630,182580,1,3 Pedestrian,1 Male,25-59,31,1,1,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/10/9
1180138323,TOWER HAMLETS,5,534680,181790,1,3 Pedestrian,1 Male,60+,64,1,1,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian,2018/10/11
1180138448,TOWER HAMLETS,5,536110,181690,1,3 Pedestrian,1 Male,25-59,40,1,1,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian,2018/10/11
1180138763,TOWER HAMLETS,5,537770,180990,2,3 Pedestrian,1 Male,60+,81,1,2,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/10/13
1180139220,TOWER HAMLETS,5,535190,183060,1,3 Pedestrian,2 Female,25-59,30,1,1,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian,2018/10/15
1180139344,TOWER HAMLETS,5,538870,181290,1,3 Pedestrian,1 Male,16-24,21,1,2,10 Unknown,9 Unknown Or Other,1 Pedestrian,2018/10/14
1180139826,TOWER HAMLETS,5,533690,181880,2,3 Pedestrian,1 Male,25-59,37,1,2,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian,2018/10/18
1180140148,TOWER HAMLETS,5,536860,182660,1,3 Pedestrian,1 Male,25-59,57,1,2,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian,2018/10/19
1180140488,TOWER HAMLETS,5,537910,183120,1,3 Pedestrian,1 Male,25-59,46,1,2,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,2018/10/21
1180140491,TOWER HAMLETS,5,537619,182273,1,3 Pedestrian,1 Male,25-59,52,1,1,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian,2018/10/21
1180140508,TOWER HAMLETS,5,537100,179630,1,3 Pedestrian,1 Male,25-59,51,1,1,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian,2018/10/21
1180141617,TOWER HAMLETS,5,538150,180760,1,3 Pedestrian,2 Female,0-15,8,1,1,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian,2018/10/27
