_COLLISION ID,BOROUGH NAME,BOROUGH NUMBER,EASTING,NORTHING,_CASUALTY ID,_CASUALTY CLASS,CASUALTY GENDER,CASUALTY AGE (5 YEAR BANDS),CASUALTY AGE,_CASUALTY COUNT,_CASUALTY SEVERITY,PEDESTRIAN LOCATION,PEDESTRIAN MOVEMENT,CASUALTY MODE OF TRAVEL,_COLLISION DATE
1220407728,Newham,17,541249,183834,1,Pedestrian,Female,14-Oct,14.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-01
1220407734,Enfield,32,535402,193955,1,Pedestrian,Male,15-19,17.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-01
1220407774,Merton,22,527705,168795,2,Pedestrian,Female,65-69,67.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2022-11-01
1220407778,Wandsworth,10,526520,172492,1,Pedestrian,Female,14-Oct,11.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-01
1220407795,Richmond-Upon-Thames,24,518998,175704,1,Pedestrian,Female,30-34,30.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-01
1220407808,Lewisham,7,537699,173624,2,Pedestrian,Male,Unknown,,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-01
1220407817,Westminster,1,529526,178286,1,Pedestrian,Female,85-89,87.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-01
1220407826,Ealing,27,520622,181816,1,Pedestrian,Male,75-79,78.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-10-31
1220407842,Hounslow,25,521054,178507,1,Pedestrian,Female,25-29,27.0,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side Msk,Pedestrian,2022-11-01
1220407855,Hounslow,25,515691,176111,1,Pedestrian,Male,60-64,63.0,1,Serious,In Road - Not Crossing,In Rd Not Crossing,Pedestrian,2022-11-01
1220407880,Richmond-Upon-Thames,24,516084,174409,2,Pedestrian,Male,50-54,54.0,1,Serious,In Centre Of Carriageway,Unknown Or Other,Pedestrian,2022-11-01
1220407899,Hammersmith & Fulham,11,525987,177172,1,Pedestrian,Female,35-39,37.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-01
1220407913,Hounslow,25,510185,174493,1,Pedestrian,Female,85-89,86.0,1,Slight,In Road - Not Crossing,In Rd Back To Traffic,Pedestrian,2022-11-01
1220407926,Hackney,4,535807,183989,1,Pedestrian,Female,20-24,23.0,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2022-10-26
1220407959,Lewisham,7,536544,178156,1,Pedestrian,Female,30-34,32.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-02
1220407996,Barking & Dagenham,16,548949,183829,1,Pedestrian,Female,55-59,55.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-02
1220408019,Tower Hamlets,5,534020,182932,1,Pedestrian,Male,35-39,38.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2022-10-29
1220408046,Hillingdon,26,510299,188321,1,Pedestrian,Male,25-29,25.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-02
1220408047,Newham,17,542506,185230,1,Pedestrian,Male,14-Oct,11.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-02
1220408053,Haringey,31,533815,190112,1,Pedestrian,Female,20-24,24.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-02
1220408064,Tower Hamlets,5,537685,181906,1,Pedestrian,Male,15-19,15.0,1,Slight,Crossing Road In Zig-Zag App,From Drivers N/Side,Pedestrian,2022-10-31
1220408067,Westminster,1,530169,180509,1,Pedestrian,Male,14-Oct,13.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-02
1220408070,Westminster,1,526871,181909,1,Pedestrian,Male,14-Oct,14.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-02
1220408103,Ealing,27,517323,180616,1,Pedestrian,Female,20-24,23.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-02
1220408130,Greenwich,6,544075,178408,1,Pedestrian,Female,30-34,32.0,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-03
1220408141,Greenwich,6,546525,178561,1,Pedestrian,Male,14-Oct,12.0,1,Serious,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2022-10-12
1220408143,Barnet,30,525230,190666,1,Pedestrian,Male,50-54,52.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2022-11-02
1220408146,Brent,28,523403,184786,1,Pedestrian,Female,25-29,27.0,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2022-11-02
1220408148,Westminster,1,524868,181892,1,Pedestrian,Female,30-34,33.0,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2022-11-03
1220408160,Islington,3,530560,186097,1,Pedestrian,Female,50-54,53.0,1,Serious,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2022-10-30
1220408173,Croydon,20,532838,168301,1,Pedestrian,Female,30-34,32.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-03
1220408184,Merton,22,524731,170694,1,Pedestrian,Female,75-79,78.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-03
1220408202,Camden,2,530730,182256,1,Pedestrian,Female,25-29,25.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2022-11-03
1220408209,Islington,3,531526,182071,1,Pedestrian,Female,25-29,25.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-03
1220408269,Croydon,20,534306,166408,1,Pedestrian,Female,15-19,16.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-03
1220408273,Camden,2,525455,183588,2,Pedestrian,Female,60-64,64.0,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2022-11-03
1220408274,Haringey,31,531729,189336,1,Pedestrian,Male,80-84,82.0,1,Fatal,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-03
1220408284,Hammersmith & Fulham,11,525044,176770,1,Pedestrian,Male,50-54,52.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-03
1220408290,Haringey,31,533538,190054,1,Pedestrian,Male,14-Oct,11.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-10-21
1220408297,Hillingdon,26,510116,178889,1,Pedestrian,Male,30-34,32.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-03
1220408300,Enfield,32,535236,196074,1,Pedestrian,Male,60-64,61.0,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2022-11-03
1220408305,Brent,28,519709,188855,1,Pedestrian,Female,25-29,25.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2022-11-03
1220408326,Camden,2,529828,181358,1,Pedestrian,Male,35-39,38.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-03
1220408353,Croydon,20,531714,169007,1,Pedestrian,Male,14-Oct,12.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-04
1220408355,Croydon,20,531799,166605,1,Pedestrian,Female,5-Sep,7.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2022-11-04
1220408355,Croydon,20,531799,166605,2,Pedestrian,Female,5-Sep,9.0,1,Slight,Crossing Road In Zig-Zag App,From Drivers N/Side,Pedestrian,2022-11-04
1220408364,Newham,17,542134,185274,1,Pedestrian,Female,65-69,68.0,1,Slight,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2022-11-04
1220408366,Ealing,27,511421,182945,1,Pedestrian,Male,15-19,19.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-03
1220408376,Hillingdon,26,509601,179325,1,Pedestrian,Male,15-19,16.0,1,Slight,Crossing Road In Zig-Zag Exit,Unknown Or Other,Pedestrian,2022-11-04
1220408382,Redbridge,14,546870,189019,1,Pedestrian,Female,14-Oct,11.0,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2022-11-04
1220408387,Greenwich,6,540790,173787,1,Pedestrian,Female,5-Sep,5.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-04
1220408388,Barnet,30,525947,193973,1,Pedestrian,Female,80-84,80.0,1,Serious,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-04
1220408401,Barnet,30,521351,191735,1,Pedestrian,Male,14-Oct,11.0,1,Slight,On Refuge,Unknown Or Other,Pedestrian,2022-11-04
1220408409,Harrow,29,517779,192638,1,Pedestrian,Male,30-34,32.0,1,Serious,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2022-10-12
1220408423,Hillingdon,26,507902,182331,1,Pedestrian,Female,30-34,31.0,1,Slight,In Road - Not Crossing,In Rd Not Crossing Msk,Pedestrian,2022-10-04
1220408428,Enfield,32,535444,192061,1,Pedestrian,Female,30-34,31.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-04
1220408433,Bexley,18,549379,175280,1,Pedestrian,Female,50-54,51.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-04
1220408445,Redbridge,14,540258,190378,1,Pedestrian,Female,50-54,54.0,1,Serious,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2022-11-04
1220408453,Westminster,1,529757,180905,1,Pedestrian,Female,70-74,74.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-04
1220408454,Bexley,18,546507,175831,1,Pedestrian,Male,15-19,15.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-04
1220408459,Merton,22,527666,169010,1,Pedestrian,Female,20-24,22.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-02
1220408460,Kensington & Chelsea,12,527508,179396,2,Pedestrian,Male,35-39,36.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-04
1220408460,Kensington & Chelsea,12,527508,179396,3,Pedestrian,Female,25-29,29.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-04
1220408460,Kensington & Chelsea,12,527508,179396,4,Pedestrian,Female,25-29,29.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-04
1220408497,Hackney,4,531534,186840,1,Pedestrian,Female,20-24,24.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-02
1220408518,Havering,15,551812,188150,1,Pedestrian,Female,75-79,79.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-04
1220408521,Enfield,32,530635,192869,2,Pedestrian,Male,75-79,77.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-04
1220408522,Haringey,31,534312,190683,1,Pedestrian,Female,55-59,56.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-03
1220408523,Croydon,20,533580,168943,1,Pedestrian,Male,50-54,53.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2022-11-04
1220408529,Westminster,1,528332,181203,1,Pedestrian,Female,25-29,28.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-10-31
1220408529,Westminster,1,528332,181203,2,Pedestrian,Unknown,25-29,28.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-10-31
1220408534,Hammersmith & Fulham,11,521732,180672,1,Pedestrian,Female,25-29,26.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-04
1220408542,Hounslow,25,511026,176277,1,Pedestrian,Female,0-4,3.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-04
1220408559,Westminster,1,529928,181048,1,Pedestrian,Male,20-24,21.0,1,Serious,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2022-11-05
1220408585,Ealing,27,517489,182236,1,Pedestrian,Female,55-59,58.0,1,Serious,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-05
1220408592,Westminster,1,528424,181858,1,Pedestrian,Male,65-69,68.0,1,Serious,In Road - Not Crossing,Unknown Or Other,Pedestrian,2022-11-04
1220408608,Barking & Dagenham,16,548777,187491,2,Pedestrian,Female,40-44,44.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-05
1220408633,Kingston-Upon-Thames,23,518305,169519,1,Pedestrian,Male,50-54,52.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-03
1220408660,Greenwich,6,543430,174008,1,Pedestrian,Male,85-89,85.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-05
1220408679,Sutton,21,527563,163517,1,Pedestrian,Female,85-89,85.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-05
1220408701,Southwark,8,532448,177990,1,Pedestrian,Female,60-64,62.0,1,Serious,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-05
1220408711,Harrow,29,516947,192299,1,Pedestrian,Male,70-74,72.0,1,Serious,Crossing Road (Not On Xing),From Drivers O/Side Msk,Pedestrian,2022-11-05
1220408714,Islington,3,531693,183979,1,Pedestrian,Female,40-44,40.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2022-11-05
1220408737,Westminster,1,528757,178881,1,Pedestrian,Male,35-39,37.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-06
1220408753,Westminster,1,529278,180441,1,Pedestrian,Female,60-64,61.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-05
1220408797,Croydon,20,532421,168351,1,Pedestrian,Male,30-34,32.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2022-11-06
1220408857,Hammersmith & Fulham,11,523617,179750,1,Pedestrian,Female,55-59,56.0,1,Slight,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2022-11-06
1220408864,Tower Hamlets,5,533869,182017,1,Pedestrian,Male,20-24,20.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-04
1220408914,Barking & Dagenham,16,547885,187974,1,Pedestrian,Male,20-24,20.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-07
1220408916,Barking & Dagenham,16,546730,182987,1,Pedestrian,Male,20-24,22.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-06
1220408934,Haringey,31,530898,190609,1,Pedestrian,Male,65-69,68.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-10-30
1220408950,Hackney,4,535076,184893,1,Pedestrian,Female,80-84,82.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-06
1220408969,Kensington & Chelsea,12,525839,179028,1,Pedestrian,Female,55-59,57.0,1,Slight,In Road - Not Crossing,In Rd Back To Traffic,Pedestrian,2022-11-07
1220409010,Waltham Forest,13,538242,189751,1,Pedestrian,Female,15-19,17.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2022-11-06
1220409012,Bexley,18,546184,176191,1,Pedestrian,Female,65-69,67.0,1,Serious,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-07
1220409025,Hillingdon,26,509292,179744,1,Pedestrian,Male,Unknown,,1,Slight,In Centre Of Carriageway,Unknown Or Other,Pedestrian,2022-11-07
1220409043,Wandsworth,10,526659,171360,1,Pedestrian,Female,20-24,21.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-07
1220409050,Kingston-Upon-Thames,23,521643,167403,1,Pedestrian,Female,14-Oct,10.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2022-11-07
1220409076,Lewisham,7,537772,173761,1,Pedestrian,Male,75-79,79.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-07
1220409120,Hillingdon,26,506133,183132,1,Pedestrian,Male,30-34,31.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2022-11-08
1220409121,Barking & Dagenham,16,549229,186888,1,Pedestrian,Female,14-Oct,11.0,1,Slight,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian,2022-11-08
1220409138,Southwark,8,534404,178515,1,Pedestrian,Male,14-Oct,11.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side Msk,Pedestrian,2022-11-08
1220409168,Waltham Forest,13,539582,188260,1,Pedestrian,Male,40-44,40.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-08
1220409173,Bexley,18,545939,175942,1,Pedestrian,Female,55-59,57.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-08
1220409183,Enfield,32,535477,192524,1,Pedestrian,Male,40-44,41.0,1,Serious,In Road - Not Crossing,In Rd Not Crossing,Pedestrian,2022-11-08
1220409190,Hammersmith & Fulham,11,523176,181094,1,Pedestrian,Male,40-44,42.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-10-19
1220409202,Camden,2,526565,185352,1,Pedestrian,Female,50-54,52.0,1,Slight,Crossing Road Within 50m Xing,Unknown Or Other,Pedestrian,2022-11-08
1220409204,Lambeth,9,531054,180154,1,Pedestrian,Male,60-64,64.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-08
1220409206,Ealing,27,513593,182516,1,Pedestrian,Female,15-19,16.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2022-11-04
1220409208,Hounslow,25,513833,175108,1,Pedestrian,Male,65-69,67.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-08
1220409220,Westminster,1,528448,180888,1,Pedestrian,Male,25-29,26.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-07
1220409223,Lambeth,9,531238,178794,1,Pedestrian,Female,75-79,78.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-08
1220409247,Redbridge,14,539917,191673,1,Pedestrian,Male,30-34,31.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-07
1220409249,Bexley,18,551155,177758,1,Pedestrian,Male,14-Oct,10.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-08
1220409249,Bexley,18,551155,177758,2,Pedestrian,Male,14-Oct,10.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-08
1220409267,Hounslow,25,518214,178329,1,Pedestrian,Male,5-Sep,6.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-08
1220409271,Ealing,27,518143,182545,1,Pedestrian,Male,55-59,56.0,1,Serious,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-08
1220409277,Waltham Forest,13,536056,189136,1,Pedestrian,Female,15-19,17.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-08
1220409283,Southwark,8,534199,176894,1,Pedestrian,Female,30-34,33.0,1,Serious,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2022-11-08
1220409323,Ealing,27,514906,184558,1,Pedestrian,Male,60-64,62.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-09
1220409328,Waltham Forest,13,536954,189769,1,Pedestrian,Female,35-39,37.0,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2022-11-03
1220409332,Barking & Dagenham,16,549463,186791,1,Pedestrian,Female,14-Oct,13.0,1,Serious,Crossing Road On Ped Xing,From Drivers O/Side Msk,Pedestrian,2022-11-09
1220409337,Brent,28,519375,186255,1,Pedestrian,Female,25-29,28.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-08
1220409339,Haringey,31,532802,189436,1,Pedestrian,Male,60-64,62.0,1,Serious,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-03
1220409363,Enfield,32,533667,197841,1,Pedestrian,Female,20-24,22.0,1,Slight,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2022-11-09
1220409371,Bexley,18,549804,179456,1,Pedestrian,Male,45-49,48.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-09
1220409374,Lambeth,9,529212,174787,1,Pedestrian,Male,35-39,36.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-09
1220409441,Hillingdon,26,506542,176958,1,Pedestrian,Male,40-44,41.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-09
1220409457,Ealing,27,513531,181883,1,Pedestrian,Female,15-19,19.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-09
1220409474,Hammersmith & Fulham,11,522870,178800,1,Pedestrian,Male,45-49,48.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-10-29
1220409477,Wandsworth,10,527286,176903,1,Pedestrian,Female,40-44,40.0,1,Serious,Crossing Road (Not On Xing),From Drivers O/Side Msk,Pedestrian,2022-11-09
1220409505,Ealing,27,516675,180931,1,Pedestrian,Male,85-89,89.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-09
1220409514,Ealing,27,513018,182643,1,Pedestrian,Female,50-54,54.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-09
1220409521,Lambeth,9,530585,179661,1,Pedestrian,Female,25-29,26.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-10-06
1220409542,Croydon,20,531698,161014,2,Pedestrian,Male,35-39,37.0,1,Serious,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-09
1220409557,Newham,17,538436,184676,1,Pedestrian,Male,35-39,36.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-09
1220409557,Newham,17,538436,184676,2,Pedestrian,Male,14-Oct,12.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-09
1220409557,Newham,17,538436,184676,3,Pedestrian,Female,14-Oct,10.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-09
1220409564,Hillingdon,26,505965,180684,1,Pedestrian,Female,5-Sep,6.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-09
1220409586,Enfield,32,535742,199821,2,Pedestrian,Female,14-Oct,11.0,1,Serious,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2022-11-10
1220409587,Westminster,1,525656,181176,1,Pedestrian,Female,15-19,19.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-08
1220409600,Bexley,18,548507,175366,1,Pedestrian,Female,40-44,42.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2022-11-10
1220409603,Bromley,19,540557,170972,1,Pedestrian,Male,Unknown,,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-09
1220409627,Barnet,30,526362,196147,1,Pedestrian,Male,30-34,31.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-06
1220409631,Merton,22,526822,170449,1,Pedestrian,Female,15-19,16.0,1,Slight,Crossing Road Within 50m Xing,Unknown Or Other,Pedestrian,2022-11-10
1220409643,Kingston-Upon-Thames,23,518565,169446,1,Pedestrian,Female,35-39,35.0,1,Serious,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2022-11-10
1220409660,Southwark,8,535300,176344,1,Pedestrian,Female,14-Oct,13.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2022-11-10
1220409714,Ealing,27,519740,180236,1,Pedestrian,Male,15-19,15.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-10
1220409714,Ealing,27,519740,180236,2,Pedestrian,Male,15-19,15.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-10
1220409726,Newham,17,540582,184739,1,Pedestrian,Male,85-89,87.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side Msk,Pedestrian,2022-11-10
1220409745,Newham,17,540519,185150,1,Pedestrian,Male,55-59,57.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-09
1220409750,Haringey,31,531192,189994,1,Pedestrian,Female,20-24,21.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2022-11-10
1220409759,Wandsworth,10,527429,175135,2,Pedestrian,Female,Unknown,,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-10
1220409773,Bexley,18,546052,174526,1,Pedestrian,Male,5-Sep,6.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-10
1220409777,Barnet,30,519394,192299,1,Pedestrian,Male,14-Oct,11.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-10
1220409779,Brent,28,523574,183204,1,Pedestrian,Female,30-34,34.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-10
1220409788,Bexley,18,548633,175360,1,Pedestrian,Female,75-79,76.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2022-11-10
1220409797,Bexley,18,549569,173663,1,Pedestrian,Female,35-39,37.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2022-11-10
1220409798,Lewisham,7,536417,177010,1,Pedestrian,Male,45-49,48.0,1,Serious,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2022-11-10
1220409805,Barking & Dagenham,16,547929,187977,1,Pedestrian,Female,14-Oct,10.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2022-11-11
1220409835,Waltham Forest,13,537573,188238,1,Pedestrian,Female,50-54,53.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-08
1220409866,Westminster,1,525762,181649,1,Pedestrian,Female,45-49,46.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2022-11-11
1220409881,Hillingdon,26,505192,190470,1,Pedestrian,Female,40-44,43.0,1,Slight,In Road - Not Crossing,In Rd Not Crossing,Pedestrian,2022-11-11
1220409887,Richmond-Upon-Thames,24,516318,173235,1,Pedestrian,Male,60-64,62.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2022-11-11
1220409890,Hounslow,25,514344,175931,1,Pedestrian,Female,35-39,35.0,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2022-11-11
1220409917,Lewisham,7,534997,171975,1,Pedestrian,Male,20-24,22.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2022-11-03
1220409929,Greenwich,6,547113,177538,1,Pedestrian,Male,Unknown,,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2022-11-01
1220409930,Merton,22,528210,169784,1,Pedestrian,Female,30-34,34.0,1,Serious,In Centre Of Carriageway,From Drivers O/Side,Pedestrian,2022-11-11
