_COLLISION ID,BOROUGH NAME,BOROUGH NUMBER,EASTING,NORTHING,_CASUALTY ID,_CASUALTY CLASS,CASUALTY GENDER,CASUALTY AGE (5 YEAR BANDS),CASUALTY AGE,_CASUALTY COUNT,_CASUALTY SEVERITY,PEDESTRIAN LOCATION,PEDESTRIAN MOVEMENT,CASUALTY MODE OF TRAVEL,_COLLISION DATE
1230425861,Redbridge,14,544175,186500,1,Pedestrian,Male,60-64,60.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-07
1230425903,Barnet,30,524949,188288,1,Pedestrian,Male,15-19,19.0,1,Slight,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian,2023-02-07
1230425907,Bexley,18,548205,177858,1,Pedestrian,Male,0-4,3.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-07
1230425920,Bromley,19,547196,167721,1,Pedestrian,Male,14-Oct,13.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-07
1230425938,Tower Hamlets,5,536518,183365,1,Pedestrian,Female,45-49,46.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-07
1230425976,Hammersmith & Fulham,11,524527,176023,1,Pedestrian,Female,14-Oct,11.0,1,Slight,In Centre Of Carriageway,From Drivers N/Side Msk,Pedestrian,2023-02-07
1230426029,Westminster,1,528939,181845,2,Pedestrian,Female,35-39,36.0,1,Slight,In Centre Of Carriageway,From Drivers N/Side Msk,Pedestrian,2023-02-08
1230426055,Kensington & Chelsea,12,524995,180396,1,Pedestrian,Male,25-29,25.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-01-28
1230426060,Enfield,32,533682,194596,1,Pedestrian,Male,50-54,54.0,1,Serious,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-08
1230426062,Croydon,20,530393,160290,1,Pedestrian,Male,0-4,2.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-02-08
1230426062,Croydon,20,530393,160290,2,Pedestrian,Male,0-4,0.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-02-08
1230426064,Redbridge,14,543966,185568,1,Pedestrian,Female,70-74,70.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-05
1230426073,Hillingdon,26,507840,192076,1,Pedestrian,Female,45-49,49.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-02-08
1230426081,Newham,17,542593,183572,1,Pedestrian,Male,40-44,44.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-02-08
1230426089,Kingston-Upon-Thames,23,521646,166994,1,Pedestrian,Male,55-59,59.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-08
1230426094,Hillingdon,26,506681,179027,1,Pedestrian,Male,14-Oct,13.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-02-08
1230426100,Hackney,4,533652,187217,1,Pedestrian,Female,0-4,4.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-02-08
1230426109,Harrow,29,515124,188290,1,Pedestrian,Male,30-34,31.0,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-08
1230426112,Lewisham,7,535945,171443,1,Pedestrian,Male,30-34,33.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-02-08
1230426112,Lewisham,7,535945,171443,2,Pedestrian,Female,5-Sep,5.0,1,Slight,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian,2023-02-08
1230426129,Richmond-Upon-Thames,24,518055,173013,2,Pedestrian,Male,40-44,41.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-02-08
1230426131,Redbridge,14,546788,189177,1,Pedestrian,Female,85-89,89.0,1,Serious,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2023-02-08
1230426139,Lewisham,7,536134,173301,1,Pedestrian,Male,55-59,55.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-02-08
1230426157,Wandsworth,10,527751,171951,1,Pedestrian,Male,25-29,29.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-02-08
1230426166,Havering,15,553042,181533,1,Pedestrian,Female,30-34,31.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-02-08
1230426187,Westminster,1,527304,183163,1,Pedestrian,Female,30-34,34.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-08
1230426195,Barking & Dagenham,16,550265,184936,1,Pedestrian,Male,70-74,70.0,1,Serious,In Road - Not Crossing,In Rd Facing Traffic,Pedestrian,2023-02-09
1230426198,Camden,2,528986,184915,1,Pedestrian,Male,14-Oct,12.0,1,Slight,Crossing Road Within 50m Xing,Unknown Or Other,Pedestrian,2023-02-09
1230426216,Newham,17,542888,182993,1,Pedestrian,Female,0-4,3.0,1,Serious,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-02-08
1230426217,Bromley,19,540538,169725,1,Pedestrian,Male,50-54,53.0,1,Slight,On Refuge,Unknown Or Other,Pedestrian,2023-01-19
1230426220,Richmond-Upon-Thames,24,515711,170963,1,Pedestrian,Female,40-44,42.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-02-09
1230426254,Wandsworth,10,526965,171759,1,Pedestrian,Female,15-19,16.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-02-09
1230426263,Barnet,30,527281,189195,1,Pedestrian,Female,85-89,87.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-09
1230426270,Croydon,20,536085,165697,1,Pedestrian,Female,75-79,78.0,1,Serious,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-02-09
1230426275,Harrow,29,519660,190285,1,Pedestrian,Male,14-Oct,10.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-02-09
1230426276,Bexley,18,546063,171109,1,Pedestrian,Female,15-19,16.0,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2023-02-09
1230426278,Hillingdon,26,506285,184136,1,Pedestrian,Male,5-Sep,6.0,1,Slight,In Road - Not Crossing,In Rd Facing Traffic,Pedestrian,2023-02-09
1230426290,Westminster,1,524587,182331,1,Pedestrian,Female,60-64,64.0,1,Serious,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-09
1230426319,Westminster,1,529140,180398,1,Pedestrian,Female,55-59,57.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-04
1230426326,Southwark,8,534145,176752,1,Pedestrian,Female,15-19,15.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-02-09
1230426332,Hounslow,25,511963,172356,1,Pedestrian,Male,14-Oct,13.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side Msk,Pedestrian,2023-02-09
1230426355,Richmond-Upon-Thames,24,515625,173125,1,Pedestrian,Female,50-54,52.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-09
1230426361,Bexley,18,546853,176621,1,Pedestrian,Female,55-59,59.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-09
1230426372,Camden,2,526366,184118,1,Pedestrian,Male,20-24,23.0,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-09
1230426376,Westminster,1,527203,182797,1,Pedestrian,Male,5-Sep,7.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-09
1230426422,Westminster,1,529823,181051,1,Pedestrian,Male,20-24,23.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-08
1230426429,Lewisham,7,538246,175745,1,Pedestrian,Male,60-64,62.0,1,Slight,Crossing Road Within 50m Xing,From Drivers O/Side Msk,Pedestrian,2023-02-10
1230426438,Ealing,27,514211,182418,1,Pedestrian,Male,35-39,38.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-02-09
1230426459,Barnet,30,520479,190250,1,Pedestrian,Male,60-64,63.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-10
1230426504,Wandsworth,10,522520,173684,1,Pedestrian,Female,20-24,22.0,1,Slight,In Centre Of Carriageway,From Drivers O/Side,Pedestrian,2023-02-10
1230426509,Hillingdon,26,511947,185548,1,Pedestrian,Female,14-Oct,13.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-02-10
1230426517,Newham,17,541250,183256,1,Pedestrian,Female,14-Oct,12.0,1,Slight,In Road - Not Crossing,In Rd Not Crossing,Pedestrian,2023-02-09
1230426524,Ealing,27,513170,184411,1,Pedestrian,Female,15-19,18.0,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side Msk,Pedestrian,2023-02-10
1230426548,Westminster,1,529930,179211,1,Pedestrian,Male,35-39,35.0,1,Serious,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-02-10
1230426571,Haringey,31,528731,189764,2,Pedestrian,Male,15-19,17.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-11
1230426587,Wandsworth,10,524571,174512,1,Pedestrian,Male,14-Oct,12.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-02-10
1230426600,Westminster,1,529788,180931,1,Pedestrian,Female,60-64,62.0,1,Serious,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2023-02-11
1230426694,Brent,28,521785,185583,1,Pedestrian,Male,14-Oct,10.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-02-11
1230426734,Newham,17,542896,185994,1,Pedestrian,Male,15-19,15.0,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2023-02-12
1230426756,Croydon,20,530498,166823,1,Pedestrian,Male,14-Oct,12.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-02-12
1230426757,Lambeth,9,530320,178005,1,Pedestrian,Unknown,25-29,26.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-10
1230426793,Tower Hamlets,5,538125,181358,1,Pedestrian,Male,15-19,16.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-02-12
1230426812,Enfield,32,534080,196370,1,Pedestrian,Male,75-79,75.0,1,Serious,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-12
1230426817,Westminster,1,526449,182369,1,Pedestrian,Female,40-44,40.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-12
1230426858,Lambeth,9,530687,178047,1,Pedestrian,Male,55-59,58.0,1,Slight,In Road - Not Crossing,In Rd Not Crossing,Pedestrian,2023-02-13
1230426879,Barnet,30,526656,191430,1,Pedestrian,Female,75-79,76.0,1,Serious,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2023-02-13
1230426916,Tower Hamlets,5,537552,182177,1,Pedestrian,Male,25-29,25.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-01-28
1230426990,Hillingdon,26,511131,187721,1,Pedestrian,Female,50-54,51.0,1,Serious,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2023-02-13
1230427116,Tower Hamlets,5,537477,182892,1,Pedestrian,Male,20-24,22.0,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2023-02-14
1230427125,Greenwich,6,543639,178737,1,Pedestrian,Male,50-54,54.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-14
1230427156,Lambeth,9,531719,172982,1,Pedestrian,Female,45-49,47.0,1,Serious,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-02-14
1230427183,Hounslow,25,513883,175558,1,Pedestrian,Unknown,Unknown,,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-14
1230427192,Hounslow,25,510606,173131,1,Pedestrian,Male,14-Oct,11.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-02-14
1230427193,Lewisham,7,537618,173595,1,Pedestrian,Female,45-49,48.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-02-14
1230427212,Barnet,30,525867,189027,1,Pedestrian,Female,55-59,58.0,1,Serious,In Centre Of Carriageway,From Drivers O/Side,Pedestrian,2023-02-14
1230427216,Lambeth,9,531007,175336,1,Pedestrian,Female,25-29,29.0,1,Slight,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2023-02-14
1230427228,Redbridge,14,543755,188299,1,Pedestrian,Male,65-69,66.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-02-14
1230427252,Haringey,31,531081,190408,1,Pedestrian,Male,40-44,41.0,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2023-02-15
1230427304,Hillingdon,26,509857,179864,1,Pedestrian,Female,15-19,18.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-14
1230427324,Havering,15,553560,191028,1,Pedestrian,Male,40-44,40.0,1,Slight,In Road - Not Crossing,In Rd Not Crossing,Pedestrian,2023-02-15
1230427377,Richmond-Upon-Thames,24,518045,175138,1,Pedestrian,Male,85-89,87.0,1,Slight,In Road - Not Crossing,In Rd Back To Traffic,Pedestrian,2023-02-15
1230427397,Hackney,4,535028,184821,1,Pedestrian,Female,80-84,84.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side Msk,Pedestrian,2023-02-15
1230427400,Brent,28,524271,182997,1,Pedestrian,Female,30-34,30.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-02-15
1230427405,Croydon,20,530472,166434,1,Pedestrian,Female,80-84,82.0,1,Serious,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-02-15
1230427406,Merton,22,526141,170374,1,Pedestrian,Male,25-29,25.0,1,Serious,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-02-15
1230427427,Haringey,31,531039,190391,1,Pedestrian,Female,15-19,18.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-15
1230427441,Hillingdon,26,510463,179917,1,Pedestrian,Male,55-59,58.0,1,Slight,In Centre Of Carriageway,From Drivers O/Side,Pedestrian,2023-02-16
1230427441,Hillingdon,26,510463,179917,2,Pedestrian,Male,14-Oct,12.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-02-16
1230427472,Sutton,21,529193,163792,1,Pedestrian,Female,60-64,61.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-02-16
1230427483,Barnet,30,523336,187821,1,Pedestrian,Female,14-Oct,12.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-01-27
1230427488,Redbridge,14,543864,185763,1,Pedestrian,Male,30-34,31.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-16
1230427488,Redbridge,14,543864,185763,2,Pedestrian,Female,45-49,47.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-16
1230427488,Redbridge,14,543864,185763,3,Pedestrian,Female,65-69,68.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-16
1230427494,Brent,28,518796,185236,1,Pedestrian,Female,45-49,47.0,1,Serious,Crossing Road Within 50m Xing,From Drivers N/Side Msk,Pedestrian,2023-02-16
1230427499,Westminster,1,527726,179668,1,Pedestrian,Male,30-34,31.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-08
1230427526,Hammersmith & Fulham,11,521855,180378,2,Pedestrian,Female,5-Sep,9.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side Msk,Pedestrian,2023-02-16
1230427551,Newham,17,539420,183715,1,Pedestrian,Male,20-24,24.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-16
1230427572,Islington,3,531028,185369,1,Pedestrian,Female,20-24,24.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-02-16
1230427586,Haringey,31,531018,191455,1,Pedestrian,Unknown,Unknown,,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-16
1230427602,Kingston-Upon-Thames,23,519821,166002,1,Pedestrian,Female,45-49,45.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-16
1230427632,Bexley,18,548829,180121,1,Pedestrian,Male,30-34,33.0,1,Fatal,Crossing Road (Not On Xing),Unknown Or Other,Pedestrian,2023-02-17
1230427635,Waltham Forest,13,537496,189774,1,Pedestrian,Male,55-59,55.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-02-17
1230427639,Richmond-Upon-Thames,24,519285,177164,1,Pedestrian,Male,45-49,48.0,1,Slight,In Road - Not Crossing,Unknown Or Other,Pedestrian,2023-01-05
1230427672,Wandsworth,10,524148,175621,1,Pedestrian,Female,15-19,17.0,1,Slight,In Centre Of Carriageway,In Rd Facing Traffic,Pedestrian,2023-02-17
1230427685,Barnet,30,520848,189516,1,Pedestrian,Female,35-39,35.0,1,Serious,Crossing Road Within 50m Xing,From Drivers N/Side Msk,Pedestrian,2023-02-17
1230427690,Westminster,1,528371,181090,1,Pedestrian,Male,60-64,61.0,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2023-01-31
1230427724,Tower Hamlets,5,536414,182542,1,Pedestrian,Male,20-24,24.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-02-16
1230427728,Hammersmith & Fulham,11,523073,178559,2,Pedestrian,Female,45-49,49.0,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-17
1230427750,Tower Hamlets,5,534646,182677,1,Pedestrian,Male,20-24,23.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side Msk,Pedestrian,2023-02-17
1230427753,Tower Hamlets,5,534505,181710,1,Pedestrian,Male,60-64,63.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-14
1230427775,Hillingdon,26,509690,179410,1,Pedestrian,Male,30-34,33.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-02-17
1230427787,Hillingdon,26,509104,187596,1,Pedestrian,Female,35-39,36.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-17
1230427806,Ealing,27,520875,181125,1,Pedestrian,Male,20-24,21.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-02-17
1230427807,Newham,17,540176,184917,1,Pedestrian,Female,25-29,25.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-17
1230427864,Hammersmith & Fulham,11,524978,176955,1,Pedestrian,Female,55-59,55.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-17
1230427878,Brent,28,521795,183385,1,Pedestrian,Female,15-19,18.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-18
1230427914,Merton,22,529175,168429,1,Pedestrian,Female,65-69,65.0,1,Slight,Crossing Road On Ped Xing,Unknown Or Other,Pedestrian,2023-02-18
1230427918,Ealing,27,521410,182462,1,Pedestrian,Female,30-34,33.0,1,Serious,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-02-18
1230427936,Barnet,30,525434,190988,1,Pedestrian,Female,80-84,83.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-18
1230427986,Lambeth,9,530136,171999,1,Pedestrian,Female,40-44,43.0,1,Slight,On Refuge,Unknown Or Other,Pedestrian,2023-02-19
1230428024,Waltham Forest,13,538714,194392,1,Pedestrian,Male,50-54,50.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-19
1230428042,Westminster,1,528353,181157,1,Pedestrian,Male,30-34,33.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-01-05
1230428043,Brent,28,523437,184839,1,Pedestrian,Female,30-34,30.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-02-19
1230428045,Hackney,4,534949,184880,1,Pedestrian,Male,45-49,45.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-19
1230428048,Merton,22,524724,169462,1,Pedestrian,Male,Unknown,,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-19
1230428058,Hillingdon,26,510659,188601,1,Pedestrian,Female,20-24,21.0,1,Serious,Crossing Road In Zig-Zag Exit,From Drivers O/Side,Pedestrian,2023-02-19
1230428067,Westminster,1,530625,180916,1,Pedestrian,Female,55-59,56.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-02-19
1230428111,Greenwich,6,544662,178910,2,Pedestrian,Male,45-49,48.0,1,Serious,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-02-19
1230428111,Greenwich,6,544662,178910,3,Pedestrian,Male,14-Oct,10.0,1,Serious,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-02-19
1230428111,Greenwich,6,544662,178910,4,Pedestrian,Male,5-Sep,8.0,1,Fatal,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-02-19
1230428115,Haringey,31,533682,189506,1,Pedestrian,Female,14-Oct,12.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-02-19
1230428120,Westminster,1,528006,179756,1,Pedestrian,Female,45-49,48.0,1,Slight,In Road - Not Crossing,In Rd Facing Traffic,Pedestrian,2023-02-19
1230428132,Hounslow,25,510852,176014,1,Pedestrian,Male,30-34,33.0,1,Serious,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-20
1230428132,Hounslow,25,510852,176014,2,Pedestrian,Male,25-29,29.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-20
1230428160,Southwark,8,532452,179764,1,Pedestrian,Female,20-24,22.0,1,Serious,Crossing Road Within 50m Xing,From Drivers N/Side Msk,Pedestrian,2023-02-19
1230428292,Lewisham,7,536243,176944,1,Pedestrian,Male,70-74,72.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-02-20
1230428321,Lambeth,9,530757,174592,1,Pedestrian,Female,45-49,49.0,1,Slight,Crossing Road Within 50m Xing,From Drivers N/Side,Pedestrian,2023-02-20
1230428342,Merton,22,527565,167744,1,Pedestrian,Male,40-44,44.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-20
1230428444,Ealing,27,514732,183053,1,Pedestrian,Male,35-39,35.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-02-21
1230428453,Ealing,27,512820,181267,1,Pedestrian,Female,25-29,26.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-02-21
1230428457,Westminster,1,531081,180805,1,Pedestrian,Male,Unknown,,1,Serious,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-21
1230428486,Barnet,30,520449,191128,1,Pedestrian,Male,14-Oct,14.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-20
1230428495,Croydon,20,532575,165436,1,Pedestrian,Female,55-59,55.0,1,Slight,In Centre Of Carriageway,From Drivers O/Side,Pedestrian,2023-02-22
1230428502,Islington,3,530578,185752,1,Pedestrian,Male,20-24,23.0,1,Slight,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian,2023-02-22
1230428512,Greenwich,6,542316,175367,1,Pedestrian,Female,15-19,18.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-02-22
1230428575,Haringey,31,528203,187484,1,Pedestrian,Female,65-69,67.0,1,Slight,Crossing Road (Not On Xing),From Drivers O/Side,Pedestrian,2023-02-22
1230428606,Enfield,32,534245,195821,1,Pedestrian,Female,30-34,30.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side Msk,Pedestrian,2023-02-22
1230428613,Brent,28,517365,186211,1,Pedestrian,Male,14-Oct,12.0,1,Slight,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-02-22
1230428636,Wandsworth,10,527144,170978,1,Pedestrian,Female,70-74,74.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-22
1230428661,Croydon,20,531780,170934,1,Pedestrian,Female,40-44,40.0,1,Serious,Crossing Road Within 50m Xing,From Drivers O/Side,Pedestrian,2023-02-22
1230428680,Barnet,30,524655,190257,1,Pedestrian,Female,55-59,56.0,1,Serious,Crossing Road On Ped Xing,From Drivers O/Side,Pedestrian,2023-02-22
1230428682,Hackney,4,534684,186680,1,Pedestrian,Female,40-44,44.0,1,Slight,Crossing Road On Ped Xing,From Drivers N/Side,Pedestrian,2023-02-22
1230428696,Hackney,4,534171,186615,1,Pedestrian,Female,30-34,33.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-07
1230428711,Barnet,30,527364,193661,1,Pedestrian,Female,80-84,84.0,1,Slight,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2023-02-21
1230428714,Lewisham,7,536939,174443,1,Pedestrian,Male,Unknown,,1,Serious,In Road - Not Crossing,In Rd Back To Traffic,Pedestrian,2023-02-20
1230428728,Kensington & Chelsea,12,527587,179480,1,Pedestrian,Male,45-49,48.0,1,Slight,In Centre Of Carriageway,From Drivers O/Side Msk,Pedestrian,2023-02-09
1230428729,Newham,17,543044,185418,1,Pedestrian,Male,5-Sep,9.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side Msk,Pedestrian,2023-02-23
1230428733,Barnet,30,522337,192928,1,Pedestrian,Male,35-39,37.0,1,Slight,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-23
1230428740,Waltham Forest,13,537751,188084,1,Pedestrian,Female,25-29,25.0,1,Slight,Unknown Or Other,Unknown Or Other,Pedestrian,2023-02-23
1230428746,Southwark,8,532157,178662,1,Pedestrian,Male,60-64,63.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-02-23
1230428768,Haringey,31,530335,188557,1,Pedestrian,Female,30-34,34.0,1,Serious,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-22
1230428787,Haringey,31,532963,190268,1,Pedestrian,Male,0-4,4.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-02-23
1230428826,Kensington & Chelsea,12,527564,179448,1,Pedestrian,Female,30-34,33.0,1,Serious,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2023-02-23
1230428842,Brent,28,518155,184388,1,Pedestrian,Female,65-69,68.0,1,Slight,In Centre Of Carriageway,From Drivers N/Side,Pedestrian,2023-02-23
1230428845,Kensington & Chelsea,12,525767,179701,1,Pedestrian,Male,35-39,37.0,1,Fatal,On Footpath - Verge,Unknown Or Other,Pedestrian,2023-02-23
1230428867,Brent,28,522170,185084,1,Pedestrian,Male,45-49,47.0,1,Slight,Crossing Road (Not On Xing),From Drivers N/Side,Pedestrian,2023-02-23
1230428867,Brent,28,522170,185084,2,Pedestrian,Male,45-49,47.0,1,Slight,In Road - Not Crossing,In Rd Not Crossing,Pedestrian,2023-02-23
